CODLDR______	CODMAT______	LUNG	HALT	SPESS	MMQ____
"LR-00553"	"materialeB0"	275	2180	15	0
"LR-00554"	"materialeB0"	151	2180	15	0
"LR-00555"	"materialeB0"	183	2180	15	0
"LR-00556"	"materialeB0"	268	2180	15	0
"LR-00557"	"materialeB0"	275	2180	15	39
"LR-00558"	"materialeB0"	41	2180	15	0
"LR-00559"	"materialeB0"	353	2180	15	0
"LR-00560"	"materialeB0"	40	2180	15	0
"LR-00561"	"materialeB0"	53	2180	15	0
"LR-00562"	"materialeB0"	198	2180	15	0
"LR-00563"	"materialeB0"	135	2180	15	0
"LR-00564"	"materialeB0"	33	2180	15	0
"LR-00565"	"materialeB0"	463	2180	15	0
"LR-00566"	"materialeB0"	290	2180	15	0
"LR-00567"	"materialeB0"	586	370	15	0
"LR-00568"	"materialeB0"	586	1730	15	0
"LR-00569"	"materialeB0"	318	2180	15	0
"LR-00570"	"materialeB0"	363	1730	15	0
"LR-00571"	"materialeB0"	363	370	15	0
"LR-00572"	"materialeB0"	336	1730	15	0
"LR-00573"	"materialeB0"	336	370	15	0
"LR-00574"	"materialeB0"	51	370	15	0
"LR-00575"	"materialeB0"	51	1730	15	0
"LR-00576"	"materialeB0"	148	2180	15	0
"LR-00577"	"materialeB0"	290	2180	15	39
"LR-00578"	"materialeB0"	48	2180	15	0
"LR-00579"	"materialeB0"	136	2180	15	0
"LR-00580"	"materialeB0"	62	2180	15	0
"LR-00581"	"materialeB0"	69	2180	15	0
"LR-00582"	"materialeB0"	162	2180	15	0
"LR-00583"	"materialeB0"	473	2180	15	0
"LR-00584"	"materialeB0"	399	2180	15	0
"LR-00585"	"materialeB0"	108	2180	15	0
"LR-00586"	"materialeB0"	393	2180	15	0
"LR-00587"	"materialeB0"	481	2180	15	0
"LR-00588"	"materialeB0"	311	2180	15	0
"LR-00589"	"materialeB0"	79	2180	15	0
"LR-00590"	"materialeB0"	511	2180	15	0
"LR-00591"	"materialeB0"	328	2180	15	0
"LR-00592"	"materialeB0"	93	2180	15	-34
"LR-00593"	"materialeB0"	313	2180	15	0
"LR-00594"	"materialeB0"	57	2180	15	0
"LR-00595"	"materialeB0"	283	2180	15	0
"LR-00596"	"materialeB0"	93	2180	15	0
"LR-00597"	"materialeB0"	313	2180	15	-34
"LR-00598"	"materialeB0"	331	2180	15	0
"LR-00599"	"materialeB0"	182	2180	15	0
"LR-00600"	"materialeB0"	93	2180	15	0
"LR-00601"	"materialeB0"	291	2180	15	0
"LR-00602"	"materialeB0"	212	2115	15	0
"LR-00603"	"materialeB0"	215	2115	15	0
"LR-00604"	"materialeB0"	139	2180	15	0
"LR-00605"	"materialeB0"	73	1754	15	0
"LR-00606"	"materialeB0"	78	1754	15	0
"LR-00607"	"materialeB0"	493	2180	15	0
"LR-00608"	"materialeB0"	538	2180	15	0
"LR-00609"	"materialeB0"	403	2180	15	0
"LR-00610"	"materialeB0"	78	1734	15	0
"LR-00611"	"materialeB0"	63	1734	15	0
"LR-00612"	"materialeB0"	503	2180	15	0
"LR-00613"	"materialeB0"	141	2115	15	0
"LR-00614"	"materialeB0"	208	2115	15	0
"LR-00615"	"materialeB0"	403	2115	15	0
"LR-00616"	"materialeB0"	38	2115	15	36
"LR-00617"	"materialeB0"	538	2115	15	0
"LR-00618"	"materialeB0"	139	2115	15	0
"LR-00619"	"materialeB0"	413	2115	15	0
"LR-00620"	"materialeB0"	146	2115	15	0
"LR-00621"	"materialeB0"	503	2115	15	0
"LR-00622"	"materialeB0"	78	2115	15	0
"LR-00623"	"materialeB0"	436	2115	15	0
"LR-00624"	"materialeB0"	363	2115	15	0
"LR-00625"	"materialeB0"	336	2115	15	0
"LR-00626"	"materialeB0"	290	2115	15	0
"LR-00627"	"materialeB0"	225	2115	15	-39
"LR-00628"	"materialeB0"	254	2180	15	0
"LR-00629"	"materialeB0"	242	2180	15	0
"LR-00630"	"materialeB0"	270	2180	15	0
"LR-00631"	"materialeB0"	254	2115	15	0
"LR-00632"	"materialeB0"	63	2115	15	0
"LR-00633"	"materialeB0"	242	2115	15	0
"LR-00634"	"materialeB0"	270	2115	15	0
"LR-00635"	"materialeB0"	493	2115	15	0
"LR-00636"	"materialeB0"	88	2115	15	0
"LR-00637"	"materialeB0"	483	2180	15	0
"LR-00638"	"materialeB0"	251	2180	15	0
"LR-00639"	"materialeB0"	271	2180	15	0
"LR-00640"	"materialeB0"	518	2180	15	0
"LR-00641"	"materialeB0"	376	2180	15	0
"LR-00642"	"materialeB0"	161	2180	15	0
"LR-00643"	"materialeB0"	391	2180	15	0
"LR-00644"	"materialeB0"	408	2180	15	0
"LR-00645"	"materialeB0"	550	2180	15	0
"LR-00646"	"materialeB0"	486	2180	15	0
"LR-00647"	"materialeB0"	143	2180	15	0
"LR-00648"	"materialeB0"	196	2180	15	0
"LR-00649"	"materialeB0"	485	2180	15	0
"LR-00650"	"materialeB0"	383	2180	15	0
"LR-00651"	"materialeB0"	181	2180	15	0
"LR-00652"	"materialeB0"	431	2180	15	0
"LR-00653"	"materialeB0"	264	2180	15	0
"LR-00654"	"materialeB0"	465	2180	15	0
"LR-00655"	"materialeB0"	377	2180	15	0
"LR-00656"	"materialeB0"	75	2180	15	32
"LR-00657"	"materialeB0"	70	2180	15	0
"LR-00658"	"materialeB0"	75	2180	15	0
"LR-00659"	"materialeB0"	387	2180	15	32
"LR-00660"	"materialeB0"	257	2180	15	0
"LR-00661"	"materialeB0"	444	2180	15	0
"LR-00662"	"materialeB0"	231	2180	15	0
"LR-00663"	"materialeB0"	192	2180	15	0
"LR-00664"	"materialeB0"	479	2180	15	0
"LR-00665"	"materialeB0"	246	2180	15	0
"LR-00666"	"materialeB0"	189	2180	15	0
"LR-00667"	"materialeB0"	99	2180	15	0
"LR-00668"	"materialeB0"	378	2180	15	0
"LR-00669"	"materialeB0"	428	2180	15	0
"LR-00670"	"materialeB0"	51	2180	15	2
"LR-00671"	"materialeB0"	298	2190	15	31
"LR-00672"	"materialeB0"	88	2190	15	0
"LR-00673"	"materialeB0"	484	2180	15	0
"LR-00674"	"materialeB0"	169	2180	15	0
"LR-00675"	"materialeB0"	514	2180	15	0
"LR-00676"	"materialeB0"	88	2180	15	31
"LR-00677"	"materialeB0"	298	2180	15	0
"LR-00678"	"materialeB0"	107	2180	15	0
"LR-00679"	"materialeB0"	51	2180	15	0
"LR-00680"	"materialeB0"	428	2180	15	2
"LR-00681"	"materialeB0"	434	2180	15	0
"LR-00682"	"materialeB0"	440	2180	15	0
"LR-00683"	"materialeB0"	513	2180	15	0
"LR-00684"	"materialeB0"	48	2180	15	32
"LR-00685"	"materialeB0"	548	2180	15	0
"LR-00686"	"materialeB0"	489	2180	15	0
"LR-00687"	"materialeB0"	281	2180	15	0
"LR-00688"	"materialeB0"	290	370	15	0
"LR-00689"	"materialeB0"	290	1730	15	0
"LR-00690"	"materialeB0"	225	370	15	-39
"LR-00691"	"materialeB0"	225	1730	15	-39
"LR-00692"	"materialeB0"	215	2180	15	0
"LR-00693"	"materialeB0"	139	2180	15	36
"LR-00694"	"materialeB0"	85	2180	15	0
"LR-00695"	"materialeB0"	68	2180	15	0
"LR-00696"	"materialeB0"	65	2180	15	32
"LR-00697"	"materialeB0"	105	2180	15	0
"LR-00698"	"materialeB0"	344	2180	15	0
"LR-00699"	"materialeB0"	315	2180	15	0
"LR-00700"	"materialeB0"	323	2180	15	0
"LR-00701"	"materialeB0"	68	2180	15	32
"LR-00702"	"materialeB0"	65	2180	15	0
"LR-00703"	"materialeB0"	568	2180	15	0
"LR-00704"	"materialeB0"	28	2180	15	18
"LR-00705"	"materialeB0"	366	2180	15	0
"LR-00706"	"materialeB0"	140	2180	15	0
"LR-00707"	"materialeB0"	140	2115	15	0
"LR-00708"	"materialeB0"	237	2180	15	0
"LR-00709"	"materialeB0"	392	2180	15	0
"LR-00710"	"materialeB0"	266	2180	15	0
"LR-00711"	"materialeB0"	191	2180	15	0
"LR-00712"	"materialeB0"	101	2180	15	0
"LR-00713"	"materialeB0"	442	2180	15	0
"LR-00714"	"materialeB0"	284	2180	15	0
"LR-00715"	"materialeB0"	345	2180	15	0
"LR-00716"	"materialeB0"	573	2180	15	0
"LR-00717"	"materialeB0"	129	2180	15	0
"LR-00718"	"materialeB0"	180	2180	15	0
"LR-00719"	"materialeB0"	68	2180	15	0
"LR-00720"	"materialeB0"	68	1754	15	0
"LR-00721"	"materialeB0"	63	1754	15	0
"LR-00722"	"materialeB0"	402	2180	15	0
"LR-00723"	"materialeB0"	104	2180	15	0
"LR-00724"	"materialeB0"	50	2180	15	0
"LR-00725"	"materialeB0"	354	2180	15	37
"LR-00726"	"materialeB0"	418	2180	15	0
"LR-00727"	"materialeB0"	421	2180	15	0
"LR-00728"	"materialeB0"	208	2180	15	0
"LR-00729"	"materialeB0"	235	2180	15	0
"LR-00730"	"materialeB0"	124	2180	15	0
"LR-00731"	"materialeB0"	122	2180	15	0
"LR-00732"	"materialeB0"	459	2180	15	0
"LR-00733"	"materialeB0"	430	2180	15	0
"LR-00734"	"materialeB0"	231	2115	15	0
"LR-00735"	"materialeB0"	365	2115	15	24
"LR-00736"	"materialeB0"	163	2115	15	0
"LR-00737"	"materialeB0"	240	2115	15	0
"LR-00738"	"materialeB0"	418	2115	15	0
"LR-00739"	"materialeB0"	366	2115	15	0
"LR-00740"	"materialeB0"	596	305	15	0
"LR-00741"	"materialeB0"	228	2115	15	0
"LR-00742"	"materialeB0"	536	2115	15	0
"LR-00743"	"materialeB0"	238	2115	15	0
"LR-00744"	"materialeB0"	144	2180	15	0
"LR-00745"	"materialeB0"	144	2115	15	0
"LR-00746"	"materialeB0"	453	2115	15	0
"LR-00747"	"materialeB0"	438	2180	15	0
"LR-00748"	"materialeB0"	368	2180	15	0
"LR-00749"	"materialeB0"	380	2180	15	0
"LR-00750"	"materialeB0"	258	2180	15	0
"LR-00751"	"materialeB0"	206	2180	15	0
"LR-00752"	"materialeB0"	157	2180	15	0
"LR-00753"	"materialeB0"	570	2180	15	0
"LR-00754"	"materialeB0"	429	2180	15	0
"LR-00755"	"materialeB0"	218	2180	15	0
"LR-00756"	"materialeB0"	352	2180	15	0
"LR-00757"	"materialeB0"	676	218	15	0
"LR-00758"	"materialeB0"	321	2180	15	0
"LR-00759"	"materialeB0"	365	2180	15	0
"LR-00760"	"materialeB0"	231	2180	15	24
"LR-00761"	"materialeB0"	308	2180	15	0
"LR-00762"	"materialeB0"	228	2180	15	-39
"LR-00763"	"materialeB0"	273	2180	15	0
"LR-00764"	"materialeB0"	676	153	15	0
"LR-00765"	"materialeB0"	263	2115	15	0
"LR-00766"	"materialeB0"	321	2115	15	0
"LR-00767"	"materialeB0"	365	2115	15	0
"LR-00768"	"materialeB0"	231	2115	15	24
"LR-00769"	"materialeB0"	228	2115	15	-39
"LR-00770"	"materialeB0"	308	2115	15	0
"LR-00771"	"materialeB0"	273	2115	15	0
"LR-00772"	"materialeB0"	527	2180	15	0
"LR-00773"	"materialeB0"	365	2180	15	24
"LR-00774"	"materialeB0"	231	2180	15	0
"LR-00775"	"materialeB0"	556	2180	15	0
"LR-00776"	"materialeB0"	106	2180	15	0
"LR-00777"	"materialeB0"	428	2180	15	0
"LR-00778"	"materialeB0"	94	2180	15	32
"LR-00779"	"materialeB0"	228	2180	15	0
"LR-00780"	"materialeB0"	216	2180	15	0
"LR-00781"	"materialeB0"	512	2180	15	0
"LR-00782"	"materialeB0"	571	2180	15	0
"LR-00783"	"materialeB0"	414	2180	15	0
"LR-00784"	"materialeB0"	118	2180	15	0
"LR-00785"	"materialeB0"	449	2180	15	0
"LR-00786"	"materialeB0"	371	2180	15	0
"LR-00787"	"materialeB0"	196	2180	15	24
"LR-00788"	"materialeB0"	389	2180	15	0
"LR-00789"	"materialeB0"	215	2180	15	0
"LR-00790"	"materialeB0"	308	2180	15	-39
"LR-00791"	"materialeB0"	308	2115	15	-39
"LR-00792"	"materialeB0"	215	2115	15	0
"LR-00793"	"materialeB0"	215	2180	15	-39
"LR-00794"	"materialeB0"	215	2115	15	-39
"LR-00795"	"materialeB0"	596	1010	15	0
"LR-00796"	"materialeB0"	596	505	15	0
"LR-00797"	"materialeB0"	459	2180	15	0
"LR-00798"	"materialeB0"	545	2180	15	0
"LR-00799"	"materialeB0"	696	375	15	0
"LR-00800"	"materialeB0"	295	2180	15	0
"LR-00801"	"materialeB0"	596	310	15	0
"LR-00802"	"materialeB0"	596	875	15	0
"LR-00803"	"materialeB0"	596	440	15	0
"LR-00804"	"materialeB0"	138	2115	15	0
"LR-00805"	"materialeB0"	161	2115	15	0
"LR-00806"	"materialeB0"	459	2115	15	0
"LR-00807"	"materialeB0"	82	2115	15	-47
"LR-00808"	"materialeB0"	258	2115	15	0
"LR-00809"	"materialeB0"	83	2115	15	0
"LR-00810"	"materialeB0"	545	2115	15	0
"LR-00811"	"materialeB0"	153	2115	15	0
"LR-00812"	"materialeB0"	466	2115	15	0
"LR-00813"	"materialeB0"	446	2115	15	0
"LR-00814"	"materialeB0"	295	2115	15	0
"LR-00815"	"materialeB0"	453	1010	15	0
"LR-00816"	"materialeB0"	63	440	15	0
"LR-00817"	"materialeB0"	63	505	15	0
"LR-00818"	"materialeB0"	63	1010	15	0
"LR-00819"	"materialeB0"	453	505	15	0
"LR-00820"	"materialeB0"	453	440	15	0
"LR-00821"	"materialeB0"	48	2115	15	0
"LR-00822"	"materialeB0"	143	2115	15	0
"LR-00823"	"materialeB0"	423	2115	15	0
"LR-00824"	"materialeB0"	278	2115	15	0
"LR-00825"	"materialeB0"	450	2180	15	0
"LR-00826"	"materialeB0"	176	2180	15	0
"LR-00827"	"materialeB0"	96	2180	15	0
"LR-00828"	"materialeB0"	82	2180	15	-47
"LR-00829"	"materialeB0"	245	2180	15	0
"LR-00830"	"materialeB0"	86	2180	15	-47
"LR-00831"	"materialeB0"	510	2180	15	0
"LR-00832"	"materialeB0"	316	2180	15	0
"LR-00833"	"materialeB0"	81	2180	15	0
"LR-00834"	"materialeB0"	121	2180	15	0
"LR-00835"	"materialeB0"	73	2180	15	0
"LR-00836"	"materialeB0"	330	2180	15	0
"LR-00837"	"materialeB0"	78	2180	15	0
"LR-00838"	"materialeB0"	83	2180	15	47
"LR-00839"	"materialeB0"	223	2180	15	0
"LR-00840"	"materialeB0"	290	2115	15	0
"LR-00841"	"materialeB0"	78	2115	15	0
"LR-00842"	"materialeB0"	83	2115	15	47
"LR-00843"	"materialeB0"	246	2115	15	0
"LR-00844"	"materialeB0"	68	2115	15	0
"LR-00845"	"materialeB0"	148	2115	15	0
"LR-00846"	"materialeB0"	58	2115	15	0
"LR-00847"	"materialeB0"	316	2115	15	0
"LR-00848"	"materialeB0"	81	2115	15	0
"LR-00849"	"materialeB0"	121	2115	15	0
"LR-00850"	"materialeB0"	41	2115	15	0
"LR-00851"	"materialeB0"	73	2115	15	0
"LR-00852"	"materialeB0"	223	2115	15	0
"LR-00853"	"materialeB0"	478	2180	15	0
"LR-00854"	"materialeB0"	279	2180	15	0
"LR-00855"	"materialeB0"	433	2180	15	0
"LR-00856"	"materialeB0"	95	2180	15	0
"LR-00857"	"materialeB0"	38	2180	15	34
"LR-00858"	"materialeB0"	220	2180	15	0
"LR-00859"	"materialeB0"	268	2115	15	0
"LR-00860"	"materialeB0"	435	2115	15	0
"LR-00861"	"materialeB0"	438	2115	15	0
"LR-00862"	"materialeB0"	369	2180	15	0
"LR-00863"	"materialeB0"	116	2180	15	0
"LR-00864"	"materialeB0"	44	2180	15	0
"LR-00865"	"materialeB0"	402	370	15	0
"LR-00866"	"materialeB0"	402	420	15	0
"LR-00867"	"materialeB0"	402	1230	15	0
"LR-00868"	"materialeB0"	378	2180	15	0
"LR-00869"	"materialeB0"	233	2180	15	0
"LR-00870"	"materialeB0"	127	2180	15	0
"LR-00871"	"materialeB0"	65	2180	15	13
"LR-00872"	"materialeB0"	169	2180	15	0
"LR-00873"	"materialeB0"	66	2180	15	0
"LR-00874"	"materialeB0"	365	2180	15	32
"LR-00875"	"materialeB0"	76	2180	15	0
"LR-00876"	"materialeB0"	306	2180	15	0
"LR-00877"	"materialeB0"	317	2180	15	0
"LR-00878"	"materialeB0"	66	2180	15	32
"LR-00879"	"materialeB0"	365	2180	15	0
"LR-00880"	"materialeB0"	65	2180	15	0
"LR-00881"	"materialeB0"	169	2180	15	13
"LR-00882"	"materialeB0"	71	2180	15	0
"LR-00883"	"materialeB0"	350	2180	15	26
"LR-00884"	"materialeB0"	396	370	15	0
"LR-00885"	"materialeB0"	396	1730	15	0
"LR-00886"	"materialeB0"	68	2180	15	14
"LR-00887"	"materialeB0"	344	2180	15	0
"LR-00888"	"materialeB0"	293	2180	15	0
"LR-00889"	"materialeB0"	556	1730	15	0
"LR-00890"	"materialeB0"	556	370	15	0
"LR-00891"	"materialeB0"	344	2180	15	14
"LR-00892"	"materialeB0"	68	2180	15	0
"LR-00893"	"materialeB0"	71	2180	15	26
"LR-00894"	"materialeB0"	350	2180	15	0
"LR-00895"	"materialeB0"	243	2180	15	0
"LR-00896"	"materialeB0"	41	2180	15	8
"LR-00897"	"materialeB0"	347	2180	15	0
"LR-00898"	"materialeB0"	311	2180	15	0
"LR-00899"	"materialeB0"	285	2180	15	22
"LR-00900"	"materialeB0"	178	2180	15	0
"LR-00901"	"materialeB0"	111	2180	15	0
"LR-00902"	"materialeB0"	73	2180	15	16
"LR-00903"	"materialeB0"	111	2180	15	16
"LR-00904"	"materialeB0"	73	2180	15	0
"LR-00905"	"materialeB0"	110	2180	15	0
"LR-00906"	"materialeB0"	285	2180	15	0
"LR-00907"	"materialeB0"	311	2180	15	22
"LR-00908"	"materialeB0"	41	2180	15	0
"LR-00909"	"materialeB0"	347	2180	15	8
"LR-00910"	"materialeB0"	185	2180	15	0
"LR-00911"	"materialeB0"	543	2180	15	0
"LR-00912"	"materialeB0"	366	2180	15	0
"LR-00913"	"materialeB0"	119	2180	15	19
"LR-00914"	"materialeB0"	111	2180	15	0
"LR-00915"	"materialeB0"	111	2180	15	8
"LR-00916"	"materialeB0"	437	2180	15	0
"LR-00917"	"materialeB0"	99	2180	15	0
"LR-00918"	"materialeB0"	224	2180	15	-28
"LR-00919"	"materialeB0"	351	2180	15	0
"LR-00920"	"materialeB0"	188	2180	15	0
"LR-00921"	"materialeB0"	42	2180	15	0
"LR-00922"	"materialeB0"	99	2180	15	-28
"LR-00923"	"materialeB0"	224	2180	15	0
"LR-00924"	"materialeB0"	366	2180	15	19
"LR-00925"	"materialeB0"	119	2180	15	0
"LR-00926"	"materialeB0"	186	2180	15	0
"LR-00927"	"materialeB0"	113	2095	15	0
"LR-00928"	"materialeB0"	71	2180	15	0
"LR-00929"	"materialeB0"	431	2160	15	0
"LR-00930"	"materialeB0"	298	2160	15	0
"LR-00931"	"materialeB0"	428	2160	15	0
"LR-00932"	"materialeB0"	68	2160	15	0
"LR-00933"	"materialeB0"	293	2160	15	0
"LR-00934"	"materialeB0"	439	2160	15	0
"LR-00935"	"materialeB0"	567	2160	15	0
"LR-00936"	"materialeB0"	388	2160	15	0
"LR-00937"	"materialeB0"	104	2160	15	0
"LR-00938"	"materialeB0"	316	2160	15	0
"LR-00939"	"materialeB0"	281	2160	15	0
"LR-00940"	"materialeB0"	132	2160	15	0
"LR-00941"	"materialeB0"	250	2160	15	0
"LR-00942"	"materialeB0"	361	2160	15	0
"LR-00943"	"materialeB0"	159	2160	15	0
"LR-00944"	"materialeB0"	109	2160	15	0
"LR-00945"	"materialeB0"	362	2160	15	0
"LR-00946"	"materialeB0"	486	2160	15	0
"LR-00947"	"materialeB0"	118	2160	15	0
"LR-00948"	"materialeB0"	313	2160	15	0
"LR-00949"	"materialeB0"	239	2160	15	0
"LR-00950"	"materialeB0"	69	2160	15	0
"LR-00951"	"materialeB0"	112	2160	15	0
"LR-00952"	"materialeB0"	192	2160	15	0
"LR-00953"	"materialeB0"	306	2160	15	0
"LR-00954"	"materialeB0"	103	2160	15	0
"LR-00955"	"materialeB0"	70	2160	15	0
"LR-00956"	"materialeB0"	348	2180	15	0
"LR-00957"	"materialeB0"	63	1774	15	0
"LR-00958"	"materialeB0"	68	1774	15	0
"LR-00959"	"materialeB0"	147	2180	15	0
"LR-00960"	"materialeB0"	117	2180	15	0
"LR-00961"	"materialeB0"	50	2180	15	37
"LR-00962"	"materialeB0"	354	2180	15	0
"LR-00963"	"materialeB0"	388	2180	15	0
"LR-00964"	"materialeB0"	84	2180	15	0
"LR-00965"	"materialeB0"	249	2180	15	0
"LR-00966"	"materialeB0"	212	2180	15	0
"LR-00967"	"materialeB0"	775	150	15	0
"LR-00968"	"materialeB0"	261	2110	15	0
"LR-00969"	"materialeB0"	596	2110	15	0
"LR-00970"	"materialeB0"	58	2110	15	0
"LR-00971"	"materialeB0"	240	2110	15	0
"LR-00972"	"materialeB0"	418	2110	15	0
"LR-00973"	"materialeB0"	775	855	15	0
"LR-00974"	"materialeB0"	242	2180	15	-53
"LR-00975"	"materialeB0"	268	2180	15	0
"LR-00976"	"materialeB0"	324	2180	15	-37
"LR-00977"	"materialeB0"	272	2180	15	0
"LR-00978"	"materialeB0"	398	2180	15	0
"LR-00979"	"materialeB0"	134	2180	15	0
"LR-00980"	"materialeB0"	454	2180	15	0
"LR-00981"	"materialeB0"	142	2180	15	37
"LR-00982"	"materialeB0"	372	2180	15	0
"LR-00983"	"materialeB0"	98	1774	15	0
"LR-00984"	"materialeB0"	83	1774	15	0
"LR-00985"	"materialeB0"	221	2180	15	0
"LR-00986"	"materialeB0"	441	2180	15	0
"LR-00987"	"materialeB0"	170	2180	15	0
"LR-00988"	"materialeB0"	142	2180	15	0
"LR-00989"	"materialeB0"	454	2180	15	37
"LR-00990"	"materialeB0"	272	2180	15	-37
"LR-00991"	"materialeB0"	324	2180	15	0
"LR-00992"	"materialeB0"	268	2180	15	-53
"LR-00993"	"materialeB0"	242	2180	15	0
"LR-00994"	"materialeB0"	491	2180	15	0
"LR-00995"	"materialeB0"	362	2180	15	0
"LR-00996"	"materialeB0"	155	2180	15	0
"LR-00997"	"materialeB0"	213	2180	15	0
"LR-00998"	"materialeB0"	92	2180	15	0
"LR-00999"	"materialeB0"	197	2180	15	0
"LR-01000"	"materialeB0"	222	2180	15	0
"LR-01001"	"materialeB0"	469	2180	15	0
"LR-01002"	"materialeB0"	358	2180	15	0
"LR-01003"	"materialeB0"	99	2160	15	0
"LR-01004"	"materialeB0"	83	2160	15	0
"LR-01005"	"materialeB0"	85	2160	15	0
"LR-01006"	"materialeB0"	96	2160	15	0
"LR-01007"	"materialeB0"	139	2160	15	0
"LR-01008"	"materialeB0"	75	2160	15	0
"LR-01009"	"materialeB0"	126	2160	15	0
"LR-01010"	"materialeB0"	141	2190	15	0
"LR-01011"	"materialeB0"	140	2190	15	0
"LR-01012"	"materialeB0"	596	2190	15	0
"LR-01013"	"materialeB0"	88	1754	15	0
"LR-01014"	"materialeB0"	400	2190	15	0
"LR-01015"	"materialeB0"	146	2190	15	0
"LR-01016"	"materialeB0"	88	2190	15	0
"LR-01017"	"materialeB0"	493	2190	15	0
"LR-01018"	"materialeB0"	436	2190	15	0
"LR-01019"	"materialeB0"	363	2190	15	0
"LR-01020"	"materialeB0"	336	2190	15	0
"LR-01021"	"materialeB0"	586	2190	15	0
"LR-01022"	"materialeB0"	225	2190	15	-39
"LR-01023"	"materialeB0"	290	2190	15	0
"LR-01024"	"materialeB0"	38	2190	15	36
"LR-01025"	"materialeB0"	538	2190	15	0
"LR-01026"	"materialeB0"	496	2190	15	0
"LR-01027"	"materialeB0"	403	2190	15	0
"LR-01028"	"materialeB0"	606	2190	15	-22
"LR-01029"	"materialeB0"	65	2190	15	0
"LR-01030"	"materialeB0"	350	2190	15	0
"LR-01031"	"materialeB0"	166	2190	15	0
"LR-01032"	"materialeB0"	308	2190	15	0
"LR-01033"	"materialeB0"	43	2190	15	0
"LR-01034"	"materialeB0"	200	2190	15	0
"LR-01035"	"materialeB0"	138	2190	15	0
"LR-01036"	"materialeB0"	278	2190	15	0
"LR-01037"	"materialeB0"	517	2190	15	0
"LR-01038"	"materialeB0"	562	2190	15	0
"LR-01039"	"materialeB0"	143	2190	15	0
"LR-01040"	"materialeB0"	148	2190	15	0
"LR-01041"	"materialeB0"	378	2190	15	0
"LR-01042"	"materialeB0"	168	2190	15	0
"LR-01043"	"materialeB0"	40	2190	15	0
"LR-01044"	"materialeB0"	208	2190	15	0
"LR-01045"	"materialeB0"	445	2190	15	0
"LR-01046"	"materialeB0"	28	2190	15	0
"LR-01047"	"materialeB0"	65	2190	15	-22
"LR-01048"	"materialeB0"	606	2190	15	0
"LR-01049"	"materialeB0"	562	2130	15	0
"LR-01050"	"materialeB0"	143	2130	15	0
"LR-01051"	"materialeB0"	596	2130	15	0
"LR-01052"	"materialeB0"	517	2130	15	0
"LR-01053"	"materialeB0"	148	2130	15	0
"LR-01054"	"materialeB0"	378	2130	15	0
"LR-01055"	"materialeB0"	168	2130	15	0
"LR-01056"	"materialeB0"	40	2130	15	0
"LR-01057"	"materialeB0"	208	2130	15	0
"LR-01058"	"materialeB0"	445	2130	15	0
"LR-01059"	"materialeB0"	28	2130	15	0
"LR-01060"	"materialeB0"	606	2130	15	0
"LR-01061"	"materialeB0"	65	2130	15	-22
"LR-01062"	"materialeB0"	606	2130	15	-22
"LR-01063"	"materialeB0"	65	2130	15	0
"LR-01064"	"materialeB0"	350	2130	15	0
"LR-01065"	"materialeB0"	166	2130	15	0
"LR-01066"	"materialeB0"	308	2130	15	0
"LR-01067"	"materialeB0"	43	2130	15	0
"LR-01068"	"materialeB0"	200	2130	15	0
"LR-01069"	"materialeB0"	138	2130	15	0
"LR-01070"	"materialeB0"	278	2130	15	0
"LR-01071"	"materialeB0"	428	2190	15	0
"LR-01072"	"materialeB0"	76	2190	15	0
"LR-01073"	"materialeB0"	101	2190	15	0
"LR-01074"	"materialeB0"	419	2190	15	0
"LR-01075"	"materialeB0"	276	2190	15	0
"LR-01076"	"materialeB0"	215	2190	15	0
"LR-01077"	"materialeB0"	35	2190	15	0
"LR-01078"	"materialeB0"	437	2190	15	0
"LR-01079"	"materialeB0"	127	2190	15	0
"LR-01080"	"materialeB0"	236	2190	15	0
"LR-01081"	"materialeB0"	220	2190	15	0
"LR-01082"	"materialeB0"	58	2190	15	0
"LR-01083"	"materialeB0"	428	2190	15	-10
"LR-01084"	"materialeB0"	133	2190	15	0
"LR-01085"	"materialeB0"	133	2190	15	-10
"LR-01086"	"materialeB0"	428	2190	15	0
"LR-01087"	"materialeB0"	296	2190	15	0
"LR-01088"	"materialeB0"	235	2190	15	0
"LR-01089"	"materialeB0"	128	2190	15	0
"LR-01090"	"materialeB0"	79	2190	15	0
"LR-01091"	"materialeB0"	216	2190	15	0
"LR-01092"	"materialeB0"	240	2190	15	0
"LR-01093"	"materialeB0"	48	2190	15	0
"LR-01094"	"materialeB0"	415	2190	15	0
"LR-01095"	"materialeB0"	453	2190	15	0
"LR-01096"	"materialeB0"	133	2190	15	0
"LR-01097"	"materialeB0"	428	2190	15	-34
"LR-01098"	"materialeB0"	428	2130	15	0
"LR-01099"	"materialeB0"	133	2130	15	-34
"LR-01100"	"materialeB0"	76	2130	15	0
"LR-01101"	"materialeB0"	101	2130	15	0
"LR-01102"	"materialeB0"	419	2130	15	0
"LR-01103"	"materialeB0"	276	2130	15	0
"LR-01104"	"materialeB0"	215	2130	15	0
"LR-01105"	"materialeB0"	35	2130	15	0
"LR-01106"	"materialeB0"	437	2130	15	0
"LR-01107"	"materialeB0"	236	2130	15	0
"LR-01108"	"materialeB0"	220	2130	15	0
"LR-01109"	"materialeB0"	58	2130	15	0
"LR-01110"	"materialeB0"	133	2130	15	0
