CODPAN______	DESCRIZIONE	LUNG1	LUNG2	SPESS	HALT	ANG	FINITURA______	FORI 	___	RIGHE	TIPO	UM__
"LM-01071"	"Angolo"	175	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01072"	"Pannello"	242	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01073"	"Pannello"	370	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01074"	"Angolo"	230	310	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01075"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01076"	"Pannello"	144	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01077"	"Pannello"	144	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01078"	"Pannello"	241	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01079"	"Pannello"	257	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01080"	"Pannello"	167	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01081"	"Pannello"	396	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01082"	"Pannello"	150	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01083"	"Pannello"	202	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01084"	"Pannello"	270	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01085"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01086"	"Pannello"	198	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01087"	"Pannello"	195	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01088"	"Pannello"	105	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01089"	"Pannello"	175	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01090"	"Pannello"	440	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01091"	"Pannello"	446	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01092"	"Pannello"	288	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01093"	"Pannello"	349	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01094"	"Pannello"	349	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01095"	"Pannello"	172	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01096"	"Pannello"	244	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01097"	"Pannello"	577	0	28	2180	0	"A"	"No"	"_"	1	"MTD"	"Nr"
"LM-01098"	"Pannello"	133	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01099"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01100"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01101"	"Pannello"	545	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01102"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01103"	"Angolo"	270	41	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01104"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01105"	"Angolo"	70	415	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01106"	"Angolo"	70	80	28	1754	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01107"	"Angolo"	419	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01108"	"Angolo"	70	419	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01109"	"Angolo"	400	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01110"	"Pannello"	108	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01111"	"Angolo"	52	356	28	2180	106	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01112"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01113"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01114"	"Pannello"	425	0	28	2180	0	"A"	"Si"	"_"	10	"STD"	"Nr"
"LM-01115"	"Pannello"	425	0	28	2180	0	"A"	"Si"	"_"	10	"STD"	"Nr"
"LM-01116"	"Pannello"	212	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01117"	"Angolo"	222	119	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01118"	"Angolo"	126	220	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01119"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01120"	"Angolo"	124	476	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01121"	"Angolo"	447	124	28	2180	270	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01122"	"Pannello"	425	0	28	2180	0	"C"	"Si"	"_"	10	"STD"	"Nr"
"LM-01123"	"Pannello"	600	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01124"	"Pannello"	425	0	28	2180	0	"C"	"Si"	"_"	10	"STD"	"Nr"
"LM-01125"	"Pannello"	577	0	28	2180	0	"C"	"No"	"_"	1	"MTD"	"Nr"
"LM-01126"	"Pannello"	212	0	28	2180	0	"C"	"Si"	"_"	2	"STD"	"Nr"
"LM-01127"	"Pannello"	300	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01128"	"Pannello"	590	0	28	2180	0	"C"	"No"	"_"	1	"SPC"	"Nr"
"LM-01129"	"Angolo"	180	80	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01130"	"Angolo"	80	435	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01131"	"Angolo"	233	367	28	2115	132	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01132"	"Angolo"	180	158	28	2115	270	"A"	"No"	"_"	1	"MPD"	"Nr"
"LM-01133"	"Pannello"	172	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01134"	"Pannello"	500	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01135"	"Angolo"	180	80	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01136"	"Pannello"	244	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01137"	"Angolo"	80	435	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01138"	"Pannello"	370	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01139"	"Pannello"	340	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01140"	"Angolo"	53	350	28	2115	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01141"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01142"	"Angolo"	230	310	28	2115	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01143"	"Pannello"	540	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01144"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01145"	"Angolo"	240	360	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01146"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01147"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01148"	"Angolo"	161	65	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01149"	"Angolo"	90	290	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01150"	"Angolo"	161	65	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01151"	"Angolo"	65	440	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01152"	"Angolo"	175	90	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01153"	"Angolo"	90	290	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01154"	"Angolo"	80	305	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01155"	"Pannello"	425	0	28	2180	0	"C"	"Si"	"_"	10	"STD"	"Nr"
"LM-01156"	"Pannello"	425	0	28	2180	0	"C"	"Si"	"_"	10	"STD"	"Nr"
"LM-01157"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01158"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01159"	"Angolo"	80	158	28	2180	270	"A"	"No"	"_"	1	"MPD"	"Nr"
"LM-01160"	"Angolo"	240	330	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01161"	"Pannello"	384	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01162"	"Pannello"	430	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01163"	"Angolo"	275	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01164"	"Angolo"	90	430	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01165"	"Pannello"	165	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01166"	"Pannello"	262	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01167"	"Pannello"	210	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01168"	"Angolo"	90	300	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01169"	"Pannello"	161	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01170"	"Pannello"	100	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01171"	"Pannello"	574	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01172"	"Pannello"	433	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01173"	"Pannello"	222	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01174"	"Angolo"	120	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01175"	"Angolo"	240	340	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01176"	"Angolo"	90	335	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01177"	"Pannello"	356	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01178"	"Pannello"	457	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01179"	"Pannello"	417	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01180"	"Pannello"	680	0	28	218	0	"A"	"No"	"_"	1	"SPM"	"Nr"
"LM-01181"	"Pannello"	267	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01182"	"Pannello"	325	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01183"	"Pannello"	325	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01184"	"Angolo"	158	80	28	2180	270	"A"	"No"	"_"	1	"MPS"	"Nr"
"LM-01185"	"Angolo"	367	233	28	2180	132	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01186"	"Angolo"	330	240	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01187"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01188"	"Angolo"	310	230	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01189"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01190"	"Angolo"	290	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01191"	"Pannello"	244	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01192"	"Angolo"	90	175	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01193"	"Angolo"	53	350	28	2115	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01194"	"Pannello"	680	0	28	153	0	"A"	"No"	"_"	1	"SPM"	"Nr"
"LM-01195"	"Pannello"	267	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01196"	"Pannello"	325	0	28	2115	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01197"	"Angolo"	240	330	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01198"	"Angolo"	80	158	28	2115	270	"A"	"No"	"_"	1	"MPD"	"Nr"
"LM-01199"	"Pannello"	325	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01200"	"Angolo"	158	80	28	2115	270	"A"	"No"	"_"	1	"MPS"	"Nr"
"LM-01201"	"Angolo"	367	233	28	2115	132	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01202"	"Angolo"	330	240	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01203"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01204"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01205"	"Pannello"	540	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01206"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01207"	"Angolo"	310	230	28	2115	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01208"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01209"	"Angolo"	290	90	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01210"	"Pannello"	244	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01211"	"Angolo"	90	175	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01212"	"Pannello"	531	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01213"	"Angolo"	233	367	28	2180	132	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01214"	"Pannello"	560	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01215"	"Angolo"	225	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01216"	"Angolo"	90	123	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01217"	"Angolo"	430	96	28	2180	115	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01218"	"Angolo"	270	330	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01219"	"Angolo"	245	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01220"	"Pannello"	153	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01221"	"Angolo"	90	300	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01222"	"Pannello"	198	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01223"	"Angolo"	430	59	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01224"	"Angolo"	60	440	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01225"	"Pannello"	220	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01226"	"Pannello"	516	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01227"	"Pannello"	575	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01228"	"Pannello"	560	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01229"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01230"	"Angolo"	90	248	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01231"	"Pannello"	418	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01232"	"Angolo"	135	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01233"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01234"	"Pannello"	453	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01235"	"Angolo"	270	330	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01236"	"Pannello"	375	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01237"	"Angolo"	233	198	28	2180	132	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01238"	"Angolo"	390	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01239"	"Angolo"	90	305	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01240"	"Pannello"	393	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01241"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01242"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01243"	"Angolo"	217	310	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01244"	"Angolo"	217	310	28	2115	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01245"	"Angolo"	310	217	28	2180	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01246"	"Angolo"	310	217	28	2115	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01247"	"Angolo"	53	120	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01248"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01249"	"Angolo"	125	65	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01250"	"Angolo"	461	84	28	2180	274	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01251"	"Angolo"	245	75	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01252"	"Angolo"	85	145	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01253"	"Pannello"	500	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01254"	"Pannello"	549	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01255"	"Pannello"	549	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01256"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01257"	"Angolo"	350	43	28	2180	90	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01258"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01259"	"Angolo"	170	123	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01260"	"Pannello"	700	0	28	1330	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01261"	"Angolo"	453	83	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01262"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01263"	"Angolo"	250	160	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01264"	"Angolo"	297	303	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01265"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01266"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01267"	"Pannello"	600	0	28	1265	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01268"	"Angolo"	53	120	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01269"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01270"	"Angolo"	125	65	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01271"	"Pannello"	165	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01272"	"Angolo"	90	430	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01273"	"Angolo"	461	84	28	2115	274	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01274"	"Angolo"	245	75	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01275"	"Angolo"	85	145	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01276"	"Pannello"	500	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01277"	"Pannello"	549	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01278"	"Pannello"	549	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01279"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01280"	"Angolo"	350	43	28	2115	90	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01281"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01282"	"Angolo"	170	123	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01283"	"Angolo"	453	83	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01284"	"Pannello"	450	0	28	2115	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01285"	"Angolo"	250	160	28	2115	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01286"	"Angolo"	297	303	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01287"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01288"	"Angolo"	65	470	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01289"	"Angolo"	130	50	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01290"	"Pannello"	540	0	28	2115	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01291"	"Angolo"	440	90	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01292"	"Angolo"	90	295	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01293"	"Pannello"	540	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01294"	"Angolo"	65	470	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01295"	"Angolo"	130	50	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01296"	"Angolo"	305	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01297"	"Pannello"	160	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01298"	"Angolo"	130	470	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01299"	"Pannello"	454	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01300"	"Pannello"	550	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01301"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01302"	"Pannello"	180	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01303"	"Angolo"	98	84	28	2180	274	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01304"	"Pannello"	249	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01305"	"Pannello"	210	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01306"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01307"	"Pannello"	215	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01308"	"Angolo"	512	88	28	2180	274	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01309"	"Angolo"	81	145	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01310"	"Pannello"	439	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01311"	"Angolo"	425	170	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01312"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01313"	"Angolo"	303	297	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01314"	"Angolo"	160	250	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01315"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01316"	"Angolo"	83	453	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01317"	"Angolo"	123	170	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01318"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01319"	"Angolo"	43	350	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01320"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01321"	"Angolo"	170	425	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01322"	"Angolo"	75	245	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01323"	"Pannello"	439	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01324"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01325"	"Angolo"	120	53	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01326"	"Angolo"	50	130	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01327"	"Angolo"	470	65	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01328"	"Pannello"	540	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01329"	"Angolo"	430	142	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01330"	"Angolo"	90	330	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01331"	"Pannello"	334	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01332"	"Angolo"	150	170	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01333"	"Angolo"	142	430	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01334"	"Angolo"	170	150	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01335"	"Pannello"	334	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01336"	"Angolo"	330	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01337"	"Pannello"	294	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01338"	"Angolo"	430	83	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01339"	"Angolo"	80	85	28	2180	86	"A"	"No"	"_"	1	"STD"	"Nr"
